50, Self-emp-not-inc,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
58, Self-emp-not-inc,10, Divorced, Prof-specialty, White, Female, United-States, <=50K
36, Private,11, Divorced, Tech-support, White, Female, United-States, <=50K
46, Private,10, Married-civ-spouse, Sales, White, Male, United-States, <=50K
23, ?,4, Never-married, ?, White, Female, Mexico, <=50K
32, Private,10, Married-civ-spouse, Sales, White, Male, United-States, <=50K
26, Private,9, Never-married, Other-service, Black, Male, United-States, <=50K
52, Private,3, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
19, Private,9, Never-married, Other-service, White, Female, United-States, <=50K
33, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
60, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
39, Private,10, Divorced, Exec-managerial, White, Male, United-States, <=50K
45, Private,13, Divorced, Exec-managerial, White, Male, United-States, <=50K
37, Local-gov,10, Married-spouse-absent, Adm-clerical, Black, Female, United-States, <=50K
29, Private,12, Never-married, Tech-support, White, Male, United-States, <=50K
53, Private,10, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
46, State-gov,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
20, Private,10, Never-married, Transport-moving, White, Male, United-States, <=50K
39, Private,14, Never-married, Prof-specialty, White, Female, United-States, <=50K
48, Private,10, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
38, Private,9, Married-civ-spouse, Craft-repair, Black, Male, United-States, <=50K
36, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
53, Private,4, Divorced, Machine-op-inspct, Black, Female, United-States, <=50K
29, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
64, Private,4, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
34, Private,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
36, ?,9, Married-civ-spouse, ?, White, Male, United-States, <=50K
41, Local-gov,13, Divorced, Prof-specialty, White, Female, United-States, <=50K
34, Private,9, Divorced, Exec-managerial, White, Female, United-States, <=50K
68, ?,5, Married-civ-spouse, ?, White, Male, United-States, <=50K
37, Private,13, Married-civ-spouse, Prof-specialty, Other, Male, ?, >50K
22, Private,10, Married-civ-spouse, Tech-support, White, Male, United-States, <=50K
43, Private,8, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
19, ?,10, Never-married, ?, White, Female, United-States, <=50K
36, Private,10, Never-married, Exec-managerial, White, Male, United-States, <=50K
47, Private,9, Married-civ-spouse, Sales, White, Male, United-States, >50K
25, Private,11, Never-married, Other-service, Asian-Pac-Islander, Female, ?, <=50K
33, Private,10, Separated, Machine-op-inspct, White, Male, United-States, <=50K
27, Private,10, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
33, Private,10, Never-married, Tech-support, White, Male, United-States, <=50K
24, Private,9, Married-civ-spouse, Transport-moving, White, Female, United-States, <=50K
47, Local-gov,10, Divorced, Prof-specialty, White, Female, United-States, <=50K
48, Self-emp-inc,6, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
28, Private,9, Married-civ-spouse, Sales, White, Male, United-States, <=50K
33, Local-gov,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
44, Private,13, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
33, Local-gov,11, Never-married, Protective-serv, White, Male, United-States, <=50K
26, Private,10, Never-married, Adm-clerical, White, Female, United-States, <=50K
22, Private,11, Never-married, Exec-managerial, White, Male, United-States, <=50K
34, Private,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
31, Self-emp-inc,10, Never-married, Exec-managerial, White, Male, United-States, <=50K
73, ?,9, Widowed, ?, White, Female, United-States, <=50K
38, Local-gov,11, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
51, Self-emp-not-inc,10, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
36, Private,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
29, Private,10, Married-civ-spouse, Protective-serv, White, Male, United-States, >50K
64, Self-emp-not-inc,9, Married-civ-spouse, Sales, White, Male, United-States, >50K
24, Private,10, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
21, State-gov,10, Never-married, Exec-managerial, White, Female, United-States, <=50K
28, Private,10, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
18, ?,7, Never-married, ?, White, Male, United-States, <=50K
41, Self-emp-inc,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
17, Private,5, Never-married, Other-service, White, Male, United-States, <=50K
58, Private,16, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
50, Self-emp-not-inc,13, Married-civ-spouse, Sales, White, Male, United-States, <=50K
30, Private,7, Married-spouse-absent, Handlers-cleaners, Amer-Indian-Eskimo, Male, Mexico, <=50K
47, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
24, Private,10, Never-married, Sales, White, Male, United-States, <=50K
50, Federal-gov,10, Married-civ-spouse, Exec-managerial, Black, Male, United-States, <=50K
29, Private,14, Never-married, Prof-specialty, White, Male, Scotland, <=50K
31, Self-emp-not-inc,16, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
40, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male, United-States, >50K
31, Private,10, Never-married, Sales, White, Female, United-States, <=50K
53, Private,5, Married-civ-spouse, Machine-op-inspct, Black, Male, United-States, <=50K
33, Private,9, Never-married, Adm-clerical, White, Female, United-States, <=50K
43, Private,13, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
56, Private,10, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
38, Private,13, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
18, Private,7, Never-married, Sales, White, Female, United-States, <=50K
50, Private,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
78, Private,9, Widowed, Sales, White, Female, United-States, <=50K
27, Private,7, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
19, Private,10, Never-married, Sales, White, Female, United-States, <=50K
24, State-gov,13, Never-married, Tech-support, White, Female, United-States, <=50K
20, Private,10, Never-married, Sales, White, Male, United-States, <=50K
25, Private,14, Never-married, Prof-specialty, White, Male, United-States, <=50K
34, Private,13, Divorced, Sales, White, Female, United-States, >50K
30, Self-emp-inc,11, Married-civ-spouse, Sales, White, Male, United-States, <=50K
37, Federal-gov,14, Divorced, Prof-specialty, White, Female, United-States, <=50K
38, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
67, Without-pay,9, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male, Philippines, <=50K
35, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
75, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
47, Private,10, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
23, Private,6, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
51, Federal-gov,9, Divorced, Adm-clerical, White, Female, United-States, <=50K
42, Local-gov,9, Divorced, Other-service, Black, Male, United-States, <=50K
32, Private,10, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
54, Private,9, Separated, Sales, White, Female, United-States, <=50K
20, Private,10, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
39, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
41, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
35, Private,9, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
45, Local-gov,13, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
27, Private,13, Never-married, Sales, White, Female, United-States, <=50K
61, Self-emp-not-inc,4, Married-civ-spouse, Sales, White, Male, United-States, >50K
41, Private,9, Never-married, Sales, White, Male, United-States, <=50K
22, Private,10, Never-married, Tech-support, White, Male, United-States, <=50K
55, Private,10, Married-civ-spouse, Craft-repair, Black, Male, United-States, >50K
66, ?,13, Married-civ-spouse, ?, White, Male, United-States, <=50K
25, Private,10, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
20, Private,10, Never-married, Other-service, White, Female, United-States, <=50K
20, Private,10, Never-married, Machine-op-inspct, Black, Female, United-States, <=50K
67, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
44, Private,10, Married-civ-spouse, Sales, White, Male, United-States, >50K
42, Private,9, Married-civ-spouse, Sales, White, Male, United-States, >50K
29, Local-gov,10, Never-married, Adm-clerical, Other, Male, Ecuador, <=50K
48, Private,10, Never-married, Craft-repair, White, Female, United-States, >50K
25, Private,9, Never-married, Adm-clerical, Black, Female, United-States, <=50K
31, Private,9, Divorced, Other-service, White, Female, United-States, >50K
48, Private,13, Married-spouse-absent, Sales, White, Female, United-States, >50K
40, Private,14, Divorced, Prof-specialty, White, Male, United-States, <=50K
26, Private,10, Married-civ-spouse, Sales, White, Male, United-States, <=50K
28, Private,9, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
52, Private,10, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
41, Self-emp-not-inc,9, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
39, Self-emp-not-inc,13, Married-civ-spouse, Farming-fishing, White, Female, United-States, <=50K
48, Private,9, Never-married, Adm-clerical, Black, Female, Trinadad&Tobago, <=50K
19, Private,9, Never-married, Sales, White, Female, United-States, <=50K
27, Private,10, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
59, Private,11, Married-civ-spouse, Sales, White, Male, United-States, <=50K
19, Private,10, Never-married, Sales, White, Male, United-States, <=50K
32, Private,9, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
39, Private,9, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
33, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
38, Private,9, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
27, Private,10, Never-married, Farming-fishing, White, Male, United-States, <=50K
23, Private,9, Never-married, Exec-managerial, White, Female, United-States, <=50K
59, ?,11, Divorced, ?, White, Male, United-States, <=50K
25, Local-gov,13, Never-married, Adm-clerical, Asian-Pac-Islander, Male, India, <=50K
37, Self-emp-inc,12, Married-civ-spouse, Sales, White, Male, United-States, <=50K
31, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
24, Private,12, Never-married, Sales, White, Female, United-States, <=50K
53, Local-gov,13, Divorced, Adm-clerical, White, Female, Dominican-Republic, <=50K
26, Private,10, Never-married, Handlers-cleaners, Black, Male, ?, <=50K
25, Private,10, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
59, Private,7, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
39, Federal-gov,9, Divorced, Adm-clerical, White, Female, United-States, <=50K
28, Private,10, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
22, Private,9, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
20, Private,9, Never-married, Craft-repair, White, Male, El-Salvador, <=50K
25, Private,10, Never-married, Other-service, White, Female, United-States, <=50K
27, Private,10, Never-married, Craft-repair, White, Male, United-States, <=50K
20, Private,9, Never-married, Sales, White, Male, United-States, <=50K
63, ?,10, Widowed, ?, Black, Female, United-States, <=50K
43, Self-emp-not-inc,6, Divorced, Farming-fishing, White, Male, United-States, <=50K
39, Private,10, Divorced, Adm-clerical, White, Female, United-States, <=50K
27, Private,13, Never-married, Prof-specialty, White, Male, United-States, <=50K
17, Private,6, Never-married, Sales, White, Female, United-States, <=50K
40, State-gov,15, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
50, Private,10, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
23, Self-emp-inc,13, Never-married, Adm-clerical, White, Female, United-States, <=50K
60, Private,9, Married-civ-spouse, Sales, White, Male, United-States, >50K
30, Private,9, Never-married, Exec-managerial, White, Female, United-States, <=50K
24, Private,9, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
23, Private,13, Never-married, Adm-clerical, White, Female, United-States, <=50K
24, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
45, Self-emp-not-inc,13, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
58, Self-emp-inc,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
22, Private,10, Never-married, Sales, White, Male, United-States, <=50K
41, Private,10, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
48, Private,4, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
31, Private,9, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
33, Private,15, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
49, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
30, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
38, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
58, Local-gov,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
